128x128x128x128 & 0.074557 & 0.070470 & 1.0579963104867318
384x128x128x128 & 0.074100 & 0.070340 & 1.0534546488484504
640x128x128x128 & 0.074213 & 0.070250 & 1.0564128113879003
896x128x128x128 & 0.074449 & 0.070390 & 1.057664440971729
1152x128x128x128 & 0.074358 & 0.070360 & 1.0568220579874927
1408x128x128x128 & 0.074153 & 0.070400 & 1.053309659090909
1664x128x128x128 & 0.074196 & 0.070520 & 1.0521270561542824
1920x128x128x128 & 0.074231 & 0.070500 & 1.052921985815603
2176x128x128x128 & 0.074315 & 0.070600 & 1.0526203966005667
2432x128x128x128 & 0.074241 & 0.070540 & 1.0524666855684717
2688x128x128x128 & 0.074299 & 0.070710 & 1.050756611511809
2944x128x128x128 & 0.074409 & 0.071100 & 1.0465400843881858
3200x128x128x128 & 0.074228 & 0.070730 & 1.0494556765163296
3456x128x128x128 & 0.074623 & 0.071140 & 1.0489597975822322
3712x128x128x128 & 0.074581 & 0.071180 & 1.0477802753582468
3968x128x128x128 & 0.075640 & 0.071670 & 1.0553927724291894
4224x128x128x128 & 0.075437 & 0.076430 & 0.9870077194818789
4480x128x128x128 & 0.075948 & 0.072430 & 1.0485710341018917
4736x128x128x128 & 0.075940 & 0.072470 & 1.0478818821581342
4992x128x128x128 & 0.075917 & 0.072840 & 1.042243272926963
5248x128x128x128 & 0.078323 & 0.074130 & 1.0565627950897074
5504x128x128x128 & 0.078609 & 0.074210 & 1.0592777253739387
5760x128x128x128 & 0.078562 & 0.088950 & 0.8832152894884767
6016x128x128x128 & 0.079179 & 0.074000 & 1.0699864864864865
6272x128x128x128 & 0.078954 & 0.078000 & 1.0122307692307693
6528x128x128x128 & 0.078780 & 0.078220 & 1.0071592942981336
6784x128x128x128 & 0.079178 & 0.074780 & 1.0588125167156994
7040x128x128x128 & 0.079259 & 0.075070 & 1.0558012521646463
7296x128x128x128 & 0.079788 & 0.075270 & 1.0600239139099241
7552x128x128x128 & 0.079883 & 0.077200 & 1.0347538860103627
7808x128x128x128 & 0.079561 & 0.075090 & 1.059541883073645
8064x128x128x128 & 0.079680 & 0.075530 & 1.054945054945055
8320x128x128x128 & 0.079964 & 0.075110 & 1.0646252163493541
8576x128x128x128 & 0.083123 & 0.078470 & 1.059296546450873
8832x128x128x128 & 0.080535 & 0.075450 & 1.0673956262425446
9088x128x128x128 & 0.080631 & 0.075830 & 1.0633126730845313
9344x128x128x128 & 0.080826 & 0.076440 & 1.0573783359497646
9600x128x128x128 & 0.081470 & 0.077430 & 1.0521761591114556
9856x128x128x128 & 0.081442 & 0.082540 & 0.986697358856312
10112x128x128x128 & 0.082517 & 0.109710 & 0.7521374532859356
10368x128x128x128 & 0.139490 & 0.111850 & 1.2471166741171211
10624x128x128x128 & 0.136216 & 0.110390 & 1.2339523507564092
10880x128x128x128 & 0.135846 & 0.110370 & 1.230823593367763
11136x128x128x128 & 0.135867 & 0.110110 & 1.2339206248297157
11392x128x128x128 & 0.135874 & 0.110130 & 1.233760101697993
11648x128x128x128 & 0.135864 & 0.110160 & 1.2333333333333336
11904x128x128x128 & 0.135732 & 0.110310 & 1.2304596138156103
12160x128x128x128 & 0.141797 & 0.137650 & 1.0301271340355975
12416x128x128x128 & 0.135512 & 0.110350 & 1.2280199365654734
12672x128x128x128 & 0.135473 & 0.110210 & 1.2292260230469105
12928x128x128x128 & 0.137982 & 0.110450 & 1.249271163422363
13184x128x128x128 & 0.135720 & 0.110610 & 1.227013832384052
13440x128x128x128 & 0.135539 & 0.113540 & 1.1937555046679584
13696x128x128x128 & 0.135392 & 0.110430 & 1.22604364755954
13952x128x128x128 & 0.135609 & 0.111200 & 1.2195053956834534
14208x128x128x128 & 0.135745 & 0.111320 & 1.2194125044915558
14464x128x128x128 & 0.136301 & 0.111550 & 1.2218825638727029
14720x128x128x128 & 0.135759 & 0.112500 & 1.2067466666666666
14976x128x128x128 & 0.135644 & 0.117090 & 1.158459304808267
15232x128x128x128 & 0.136395 & 0.141180 & 0.9661070973225668
15488x128x128x128 & 0.137911 & 0.141570 & 0.9741541286995833
15744x128x128x128 & 0.138235 & 0.142950 & 0.9670164393144456
16000x128x128x128 & 0.138266 & 0.142720 & 0.9687920403587443
16256x128x128x128 & 0.138192 & 0.143570 & 0.9625409208051822
16512x128x128x128 & 0.138554 & 0.143050 & 0.9685704299196085
16768x128x128x128 & 0.138509 & 0.143020 & 0.9684589567892602
17024x128x128x128 & 0.146870 & 0.143230 & 1.0254136703204637
17280x128x128x128 & 0.138530 & 0.143290 & 0.9667806546165119
17536x128x128x128 & 0.138698 & 0.143830 & 0.964318987693805
17792x128x128x128 & 0.139266 & 0.143720 & 0.9690091845254662
18048x128x128x128 & 0.138888 & 0.144270 & 0.9626949469744229
18304x128x128x128 & 0.139376 & 0.143650 & 0.9702471284371736
18560x128x128x128 & 0.139715 & 0.144440 & 0.9672874549986153
18816x128x128x128 & 0.140636 & 0.145800 & 0.9645816186556927
19072x128x128x128 & 0.142101 & 0.144180 & 0.9855805243445693
19328x128x128x128 & 0.140256 & 0.144310 & 0.9719076987041785
19584x128x128x128 & 0.140518 & 0.144530 & 0.9722410572199545
19840x128x128x128 & 0.140648 & 0.144700 & 0.9719972356599862
20096x128x128x128 & 0.141006 & 0.144980 & 0.9725893226651952
20352x128x128x128 & 0.141495 & 0.253680 & 0.5577696310312205

